ProgramName,ProgramType,FundingType,LinkedID,SourceDB,SourceDBNM,payno,ContractNo,ContAmt,ContractorRequestedDate,ToAdvantageDate,entrydt,RequestedAmt,RequestedDate,ReceivedDate,ReviewCompletedDate,AcctReceivedDate,Status,ProcessDay
CDC Activity Grant,CDC,CDBG_DEPT,5576,1,CCR,10,SG2020-165,"629,126.30",7/21/2021,9/2/2021,8/31/2021,"46,438.54",8/31/2021,8/31/2021,9/1/2021,9/2/2021,Complete,43
cares act - Wisdom keepers Senior Referral,CARESAct,CARESAct,5600,1,CCR,6,SG2020-174,"20,000.00",1/12/2021,2/24/2021,2/9/2021,"1,375.55",2/9/2021,2/12/2021,2/17/2021,2/24/2021,Complete,43
cares act - senior connection,CARESAct,CARESAct,5603,1,CCR,14,SG2020-128,"62,500.00",9/15/2021,10/28/2021,10/20/2021,"2,215.49",10/20/2021,10/25/2021,10/25/2021,10/25/2021,Complete,43
cares act -  old brooklyn Senior Services,CARESAct,CARESAct,5606,1,CCR,9,SG2020-216,"72,340.00",4/15/2021,5/28/2021,5/4/2021,"2,664.16",5/4/2021,5/5/2021,5/7/2021,5/11/2021,Complete,43
cares act - ESG -men's  shelter - Deconcentration,CARESAct,CARESAct,5614,1,CCR,14,SG2021-132,"4,647,955.00",12/9/2021,1/21/2022,1/13/2022,"22,558.59",1/13/2022,1/14/2022,1/14/2022,1/18/2022,Complete,43
2100 lakeside Men's Shelter - Overhead,ESG,ESGP,5648,1,CCR,2,SG2020-228,"564,192.00",4/15/2021,5/28/2021,5/12/2021,"25,809.47",5/13/2021,5/13/2021,5/18/2021,5/24/2021,Complete,43
Zelma George Shelter,ESG,ESGP,5649,1,CCR,3,SG2021-124,"207,261.00",4/15/2021,5/28/2021,5/7/2021,"30,311.42",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,43
short term emergency shelter,ESG,ESGP,5650,1,CCR,3,SG2021-070,"51,000.00",4/15/2021,5/28/2021,5/4/2021,"3,730.37",5/5/2021,5/5/2021,5/7/2021,5/10/2021,Complete,43
cares act ESG round 2 - Seasonal Shelter Program,CARESAct-ESG,CARESActESGP,5667,1,CCR,9,SG2021-167,"500,000.00",12/9/2021,1/21/2022,1/11/2022,"63,792.41",1/12/2022,1/14/2022,1/14/2022,1/18/2022,Complete,43
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5305,1,CCR,8,SG2019-123,"520,000.00",3/24/2020,5/7/2020,4/28/2020,"30,634.75",4/28/2020,4/29/2020,4/30/2020,5/6/2020,Complete,44
Emergency Food Program,Social Service,CDBG_DEPT,5323,1,CCR,10,SG2019-158,"40,098.00",6/3/2020,7/17/2020,6/24/2020,"2,312.94",6/25/2020,6/26/2020,6/26/2020,7/17/2020,Complete,44
West Park Senior Services & Nutrition Program,Social Service,CDBG_DEPT,5325,1,CCR,8,SG2019-109,"13,000.00",3/24/2020,5/7/2020,4/28/2020,996.39,5/1/2020,5/4/2020,5/4/2020,5/6/2020,Complete,44
Counseling/Community Services,Social Service,CDBG_DEPT,5361,1,CCR,8,SG2019-256,"58,700.00",6/3/2020,7/17/2020,6/25/2020,"4,515.95",6/26/2020,6/26/2020,6/26/2020,7/17/2020,Complete,44
Zelma George Shelter,ESG,ESGP,5421,1,CCR,2,SG2019-251,"205,000.00",3/10/2020,4/23/2020,3/24/2020,"38,563.56",3/25/2020,4/6/2020,4/7/2020,4/13/2020,Complete,44
Emergency Shelter Services,CDBG Homeless Assistance,CDBG_HA,5426,1,CCR,2,SG2019-259,"48,000.00",3/4/2020,4/17/2020,4/1/2020,"9,345.44",4/2/2020,4/6/2020,4/7/2020,4/13/2020,Complete,44
Emergency Shelter,ESG,ESGP,5428,1,CCR,3,SG2019-263,"97,000.00",3/10/2020,4/23/2020,4/8/2020,"6,473.66",4/8/2020,4/11/2020,4/13/2020,4/17/2020,Complete,44
Health Assessment,Social Service,CDBG_DEPT,5476,1,CCR,3,SG2020-102,"31,750.00",10/19/2020,12/2/2020,11/24/2020,"2,645.84",11/24/2020,11/25/2020,11/30/2020,11/30/2020,Complete,44
Youth Recreation Program - Collinwood,Social Service,CDBG_DEPT,5501,1,CCR,8,SG2021-007,"16,300.00",6/15/2021,7/29/2021,6/30/2021,0.00,6/30/2021,6/30/2021,6/30/2021,7/29/2021,Complete,44
SENIOR TRANSPORTATION SERVICE,Social Service,CDBG_DEPT,5510,1,CCR,11,SG2020-211,"405,000.00",6/14/2021,7/28/2021,7/22/2021,"16,780.93",7/23/2021,7/26/2021,7/26/2021,7/27/2021,Complete,44
Youth Services - Sisterhood Program,Social Service,CDBG_DEPT,5522,1,CCR,6,SG2020-154,"12,110.00",3/22/2021,5/5/2021,4/28/2021,"1,013.44",4/28/2021,4/28/2021,4/29/2021,4/30/2021,Complete,44
Wisdom Keepers Program,Social Service,CDBG_DEPT,5541,1,CCR,4,SG2020-145,"9,900.00",3/22/2021,5/5/2021,4/28/2021,807.38,4/28/2021,4/28/2021,4/29/2021,4/30/2021,Complete,44
Youth Services,Social Service,CDBG_DEPT,5543,1,CCR,7,SG2020-230,"100,000.00",3/22/2021,5/5/2021,4/28/2021,"6,775.44",4/28/2021,4/28/2021,4/29/2021,4/30/2021,Complete,44
SEEDS Program,NDA,CDBG_NDA,5554,1,CCR,12,SG2020-061,"65,000.00",5/24/2021,7/7/2021,6/30/2021,"6,103.07",6/30/2021,6/30/2021,6/30/2021,7/1/2021,Complete,44
CDC Activity Grant,CDC,CDBG_DEPT,5559,1,CCR,1,SG2020-131,"164,000.00",10/19/2020,12/2/2020,11/23/2020,"13,605.52",11/23/2020,11/23/2020,11/24/2020,11/30/2020,Complete,44
CDC Activity Grant,CDC,CDBG_DEPT,5559,1,CCR,3,SG2020-131,"164,000.00",10/19/2020,12/2/2020,11/23/2020,"13,605.52",11/23/2020,11/23/2020,11/24/2020,11/30/2020,Complete,44
Cares Act -  Food Delivery Program,CARESAct,CARESAct,5584,1,CCR,9,SG2020-074,"45,000.00",4/14/2021,5/28/2021,5/6/2021,"1,101.95",5/6/2021,5/10/2021,5/11/2021,5/12/2021,Complete,44
cares act - Counseling and Referral Service,CARESAct,CARESAct,5601,1,CCR,9,SG2020-125,"60,000.00",4/14/2021,5/28/2021,5/7/2021,"3,558.07",5/7/2021,5/10/2021,5/11/2021,5/12/2021,Complete,44
cares act -  old brooklyn Senior Services,CARESAct,CARESAct,5606,1,CCR,6,SG2020-216,"72,340.00",1/11/2021,2/24/2021,2/9/2021,"3,418.97",2/9/2021,2/12/2021,2/17/2021,2/24/2021,Complete,44
Norma Herr Women's Shelter,CDBG Homeless Assistance,CDBG_HA,5654,1,CCR,8,SG2021-065,"200,000.00",9/28/2021,11/11/2021,11/2/2021,"14,891.06",11/2/2021,11/3/2021,11/8/2021,11/8/2021,Complete,44
A Place for Me,Social Service,CDBG_DEPT,5697,1,CCR,3,SG2021-312,"9,000.00",12/1/2021,1/14/2022,12/14/2021,360.00,12/16/2021,1/7/2022,1/11/2022,1/11/2022,Complete,44
A Place for Me,Social Service,CDBG_DEPT,5697,1,CCR,4,SG2021-312,"9,000.00",12/1/2021,1/14/2022,12/14/2021,180.00,12/16/2021,1/7/2022,1/11/2022,1/11/2022,Complete,44
CDC Activity Grant,CDC,CDBG_DEPT,5764,1,CCR,5,SG2021-361,"282,000.00",12/14/2021,1/27/2022,1/24/2022,0.00,1/24/2022,1/26/2022,1/26/2022,1/27/2022,Complete,44
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5301,1,CCR,7,SG2019-120,"238,000.00",3/6/2020,4/20/2020,4/7/2020,"16,766.19",4/7/2020,4/11/2020,4/13/2020,4/17/2020,Complete,45
Social Access Program,Social Service,CDBG_DEPT,5350,1,CCR,9,SG2019-172,"10,000.00",3/16/2020,4/30/2020,4/22/2020,485.58,4/23/2020,4/23/2020,4/23/2020,4/29/2020,Complete,45
2019 Crime & Safety,NDA,CDBG_NDA,5391,1,CCR,9,SG2019-193,"44,856.00",5/4/2020,6/18/2020,6/10/2020,"1,372.52",6/11/2020,6/11/2020,6/12/2020,6/18/2020,Complete,45
2019 Crime & Safety,NDA,CDBG_NDA,5391,1,CCR,11,SG2019-193,"44,856.00",7/7/2020,8/21/2020,8/11/2020,"1,437.19",8/12/2020,8/12/2020,8/13/2020,8/19/2020,Complete,45
2019 Crime & Safety,NDA,CDBG_NDA,5391,1,CCR,12,SG2019-193,"44,856.00",7/7/2020,8/21/2020,8/11/2020,"1,337.77",8/12/2020,8/12/2020,8/13/2020,8/19/2020,Complete,45
Emergency Shelter Services,CDBG Homeless Assistance,CDBG_HA,5426,1,CCR,3,SG2019-259,"48,000.00",5/12/2020,6/26/2020,5/20/2020,"6,514.70",5/27/2020,5/28/2020,6/23/2020,6/25/2020,Complete,45
ArtWorks 2020/2021,Social Service,CDBG_DEPT,5504,1,CCR,2,SG2021-141,"42,120.00",9/17/2021,11/1/2021,10/26/2021,0.00,10/29/2021,10/29/2021,11/1/2021,11/1/2021,Complete,45
ArtWorks 2020/2021,Social Service,CDBG_DEPT,5504,1,CCR,3,SG2021-141,"42,120.00",9/17/2021,11/1/2021,10/26/2021,0.00,10/29/2021,10/29/2021,11/1/2021,11/1/2021,Complete,45
ArtWorks 2020/2021,Social Service,CDBG_DEPT,5504,1,CCR,4,SG2021-141,"42,120.00",9/17/2021,11/1/2021,10/26/2021,0.00,10/29/2021,10/29/2021,11/1/2021,11/1/2021,Complete,45
SENIOR TRANSPORTATION SERVICE,Social Service,CDBG_DEPT,5510,1,CCR,12,SG2020-211,"405,000.00",10/22/2021,12/6/2021,12/3/2021,"53,241.21",12/3/2021,12/3/2021,12/3/2021,12/3/2021,Complete,45
Cares Act  - Emergency utility Assistance,CARESAct,CARESAct,5562,1,CCR,5,SG2020-127,"183,079.00",12/11/2020,1/25/2021,12/29/2020,"3,262.59",12/30/2020,1/8/2021,1/14/2021,1/25/2021,Complete,45
CDC Activity Grant,CDC,CDBG_DEPT,5574,1,CCR,12,SG2020-155,"390,536.34",8/2/2021,9/16/2021,8/31/2021,"46,474.92",9/13/2021,9/14/2021,9/14/2021,9/15/2021,Complete,45
Cares Act Food Delivery Covid 19 Relief,CARESAct,CARESAct,5581,1,CCR,6,SG2020-077,"120,000.00",12/7/2021,1/21/2022,1/18/2022,"8,046.88",1/18/2022,1/18/2022,1/19/2022,1/19/2022,Complete,45
Cares Act Food Delivery Covid 19 Relief,CARESAct,CARESAct,5581,1,CCR,7,SG2020-077,"120,000.00",12/7/2021,1/21/2022,1/18/2022,"5,849.30",1/18/2022,1/18/2022,1/19/2022,1/19/2022,Complete,45
Cares Act Food Delivery Covid 19 Relief,CARESAct,CARESAct,5581,1,CCR,8,SG2020-077,"120,000.00",12/7/2021,1/21/2022,1/18/2022,"6,213.14",1/18/2022,1/18/2022,1/19/2022,1/19/2022,Complete,45
Cares Act Empower CLE,CARESAct,CARESAct,5596,1,CCR,11,SG2020-071,"500,000.00",6/14/2021,7/29/2021,7/14/2021,0.00,7/14/2021,7/15/2021,7/15/2021,7/29/2021,Complete,45
cares act - Wisdom keepers Senior Referral,CARESAct,CARESAct,5600,1,CCR,9,SG2020-174,"20,000.00",4/13/2021,5/28/2021,5/11/2021,"1,339.26",5/13/2021,5/13/2021,5/18/2021,5/24/2021,Complete,45
cares act home delivery meals support,CARESAct,CARESAct,5605,1,CCR,5,SG2020-210,"58,998.00",12/11/2020,1/25/2021,12/29/2020,"3,277.10",12/29/2020,1/8/2021,1/14/2021,1/25/2021,Complete,45
CDC Activity Grant,CDC,CDBG_DEPT,5642,1,CCR,3,,"325,500.00",10/23/2020,12/7/2020,11/25/2020,"28,475.33",12/2/2020,12/2/2020,12/3/2020,12/4/2020,Complete,45
CDC Activity Grant,CDC,CDBG_DEPT,5643,1,CCR,10,SG2020-163,"477,500.00",7/6/2021,8/20/2021,8/12/2021,"14,453.03",8/17/2021,8/17/2021,8/18/2021,8/18/2021,Complete,45
2100 lakeside Men's Shelter - Overhead,ESG,ESGP,5648,1,CCR,4,SG2020-228,"564,192.00",5/10/2021,6/24/2021,6/21/2021,"46,289.37",6/21/2021,6/21/2021,6/22/2021,6/23/2021,Complete,45
Health Assessment,Social Service,CDBG_DEPT,5676,1,CCR,5,SG2021-296,"31,750.00",12/7/2021,1/21/2022,1/14/2022,"2,645.83",1/14/2022,1/18/2022,1/19/2022,1/19/2022,Complete,45
Old Brooklyn CDC 4329 West 52nd Street,Single Family,HOME,267,2,HDO,5,LA2019-005,"40,000.00",10/14/2021,11/29/2021,10/14/2021,"4,621.00",10/14/2021,10/15/2021,10/18/2021,10/19/2021,Complete,46
Moreland House,Multi-Family,HOME,991,2,HDO,2,CT8006LA2021*063,"735,562.00",12/13/2021,1/28/2022,1/12/2022,"156,731.18",1/12/2022,1/14/2022,1/14/2022,1/18/2022,Complete,46
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5301,1,CCR,9,SG2019-120,"238,000.00",5/11/2020,6/26/2020,6/16/2020,"16,822.21",6/16/2020,6/23/2020,6/23/2020,6/25/2020,Complete,46
At-Risk Youth Program,Social Service,CDBG_DEPT,5381,1,CCR,8,SG2019-147,"14,000.00",6/1/2020,7/17/2020,7/1/2020,543.44,7/1/2020,7/3/2020,7/6/2020,7/17/2020,Complete,46
Medical Program,Social Service,CDBG_DEPT,5482,1,CCR,6,SG2021-095,"118,800.00",5/6/2021,6/21/2021,5/11/2021,"8,721.41",5/12/2021,5/13/2021,5/13/2021,5/14/2021,Complete,46
West Park Youth Job Readiness & Empowerment Program,Social Service,CDBG_DEPT,5534,1,CCR,11,SG2020-0161,"20,000.00",6/24/2021,8/9/2021,7/26/2021,"1,106.61",7/26/2021,7/27/2021,7/28/2021,7/29/2021,Complete,46
CDC Activity Grant,CDC,CDBG_DEPT,5559,1,CCR,9,SG2020-131,"164,000.00",4/12/2021,5/28/2021,5/4/2021,"12,995.93",5/6/2021,5/10/2021,5/11/2021,5/12/2021,Complete,46
CDC Activity Grant,CDC,CDBG_DEPT,5560,1,CCR,9,SG2020-146,"356,500.00",4/12/2021,5/28/2021,5/6/2021,"30,617.47",5/6/2021,5/10/2021,5/11/2021,5/12/2021,Complete,46
CDC Activity Grant,CDC,CDBG_DEPT,5570,1,CCR,9,SG2020-132,"232,000.00",4/29/2021,6/14/2021,6/8/2021,"12,719.50",6/9/2021,6/10/2021,6/10/2021,6/11/2021,Complete,46
Cares Act -  Food Delivery Program,CARESAct,CARESAct,5584,1,CCR,15,SG2020-074,"45,000.00",10/15/2021,11/30/2021,11/23/2021,"2,199.64",11/23/2021,11/24/2021,11/24/2021,11/24/2021,Complete,46
Cares act  - Eviction Prevention and Referral,CARESAct,CARESAct,5592,1,CCR,1,SG2020-076,"700,000.00",10/29/2020,12/14/2020,12/10/2020,"2,574.00",12/10/2020,12/10/2020,12/11/2020,12/14/2020,Complete,46
Cares act  - Eviction Prevention and Referral,CARESAct,CARESAct,5592,1,CCR,2,SG2020-076,"700,000.00",10/29/2020,12/14/2020,12/10/2020,"3,833.00",12/10/2020,12/10/2020,12/11/2020,12/14/2020,Complete,46
Cares Act Empower CLE,CARESAct,CARESAct,5596,1,CCR,9,SG2020-071,"500,000.00",4/12/2021,5/28/2021,5/12/2021,"3,263.15",5/13/2021,5/13/2021,5/13/2021,5/14/2021,Complete,46
cares act - Senior Services,CARESAct,CARESAct,5602,1,CCR,13,SG2020-122,"10,000.00",8/16/2021,10/1/2021,9/27/2021,0.00,9/28/2021,9/28/2021,9/28/2021,10/1/2021,Complete,46
Community Development,NDA,CDBG_NDA,5623,1,CCR,9,,"25,000.00",10/21/2021,12/6/2021,11/24/2021,"2,083.00",11/29/2021,11/29/2021,11/29/2021,11/29/2021,Complete,46
Emergency Shelter Services - Bishop Cosgrove and St. Augustine Centers,CDBG Homeless Assistance,CDBG_HA,5651,1,CCR,12,SG2021-068,"65,000.00",12/17/2021,2/1/2022,1/25/2022,804.40,1/25/2022,1/26/2022,1/26/2022,1/27/2022,Complete,46
Old Brooklyn CDC 4329 West 52nd Street,Single Family,HOME,267,2,HDO,2,LA2019-005,"40,000.00",1/29/2020,3/16/2020,2/13/2020,"12,060.00",2/13/2020,2/14/2020,2/14/2020,2/18/2020,Complete,47
La Villa Hispana,Single Family,HOME,353,2,HDO,2,CT8006 LA2020*007,"600,000.00",7/15/2021,8/31/2021,8/27/2021,"60,000.00",8/27/2021,8/27/2021,8/31/2021,8/31/2021,Complete,47
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5310,1,CCR,6,SG2019-126,"374,000.00",1/22/2020,3/9/2020,3/4/2020,0.00,3/5/2020,3/6/2020,3/6/2020,3/9/2020,Complete,47
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5310,1,CCR,7,SG2019-126,"374,000.00",3/4/2020,4/20/2020,4/8/2020,"24,461.43",4/8/2020,4/13/2020,4/13/2020,4/17/2020,Complete,47
Growth NEO Fatherhood Initiative,NDA,CDBG_NDA,5418,1,CCR,1,SG2020-020,"20,000.00",10/7/2020,11/23/2020,11/13/2020,0.00,11/17/2020,11/18/2020,11/20/2020,11/23/2020,Complete,47
Growth NEO Fatherhood Initiative,NDA,CDBG_NDA,5418,1,CCR,2,SG2020-020,"20,000.00",10/7/2020,11/23/2020,11/13/2020,0.00,11/17/2020,11/18/2020,11/20/2020,11/23/2020,Complete,47
Growth NEO Fatherhood Initiative,NDA,CDBG_NDA,5418,1,CCR,3,SG2020-020,"20,000.00",10/7/2020,11/23/2020,11/13/2020,0.00,11/17/2020,11/18/2020,11/20/2020,11/23/2020,Complete,47
Growth NEO Fatherhood Initiative,NDA,CDBG_NDA,5418,1,CCR,5,SG2020-020,"20,000.00",10/7/2020,11/23/2020,11/13/2020,0.00,11/17/2020,11/18/2020,11/20/2020,11/23/2020,Complete,47
Growth NEO Fatherhood Initiative,NDA,CDBG_NDA,5418,1,CCR,6,SG2020-020,"20,000.00",10/7/2020,11/23/2020,11/13/2020,0.00,11/17/2020,11/18/2020,11/20/2020,11/23/2020,Complete,47
SHAD Connection News Letter Project,Social Service,CDBG_NDA,5466,1,CCR,13,SG2020-014,"20,000.00",3/10/2021,4/26/2021,4/9/2021,"2,998.03",4/12/2021,4/16/2021,4/19/2021,4/20/2021,Complete,47
SENIOR TRANSPORTATION SERVICE,Social Service,CDBG_DEPT,5510,1,CCR,8,SG2020-211,"405,000.00",3/10/2021,4/26/2021,3/25/2021,"23,285.81",4/13/2021,4/16/2021,4/19/2021,4/20/2021,Complete,47
CDC Activity Grant,CDC,CDBG_DEPT,5560,1,CCR,1,SG2020-146,"356,500.00",10/21/2020,12/7/2020,11/23/2020,"29,272.15",12/2/2020,12/2/2020,12/3/2020,12/4/2020,Complete,47
CDC Activity Grant,CDC,CDBG_DEPT,5560,1,CCR,2,SG2020-146,"356,500.00",10/21/2020,12/7/2020,11/25/2020,"29,637.97",12/2/2020,12/2/2020,12/3/2020,12/4/2020,Complete,47
CDC Activity Grant,CDC,CDBG_DEPT,5560,1,CCR,3,SG2020-146,"356,500.00",10/21/2020,12/7/2020,11/30/2020,"29,637.97",12/2/2020,12/2/2020,12/3/2020,12/4/2020,Complete,47
Cares Act -  Food &  Clothing Distribution,CARESAct,CARESAct,5577,1,CCR,6,S2020-070,"64,327.00",1/14/2021,3/2/2021,2/3/2021,"4,963.06",2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,47
Cares Act -  Food Delivery Program,CARESAct,CARESAct,5584,1,CCR,6,SG2020-074,"45,000.00",1/14/2021,3/2/2021,2/3/2021,"1,094.57",2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,47
Integrated Services for COVID-19 Affectted Low-Income Cleveland Households,CARESAct,CARESAct,5610,1,CCR,7,SG2020-099,"3,900,000.00",2/12/2021,3/31/2021,3/24/2021,"42,628.85",3/24/2021,3/25/2021,3/26/2021,3/31/2021,Complete,47
CDC Activity Grant - Cudell Neighborhood,CDC,CDBG_DEPT,5760,1,CCR,3,SG2021-0320,"170,000.00",10/14/2021,11/30/2021,11/22/2021,"14,008.21",11/24/2021,11/24/2021,11/24/2021,11/29/2021,Complete,47
CDC Activity Grant,CDC,CDBG_DEPT,5769,1,CCR,1,SG2021-345,"522,000.00",10/20/2021,12/6/2021,11/22/2021,"38,767.67",11/29/2021,11/29/2021,11/30/2021,12/1/2021,Complete,47
CDC Activity Grant,CDC,CDBG_DEPT,5769,1,CCR,2,SG2021-345,"522,000.00",10/20/2021,12/6/2021,11/24/2021,"38,666.67",11/29/2021,11/29/2021,11/30/2021,12/1/2021,Complete,47
International Village L.P.,Single Family,HOME,276,2,HDO,2,LA2019-009,"620,428.00",10/6/2020,11/23/2020,10/21/2020,"28,588.80",10/21/2020,10/21/2020,10/23/2020,11/18/2020,Complete,48
CDC OPERATING SUPPORT,CDC,CDBG_DEPT & NDA,5310,1,CCR,9,SG2019-126,"374,000.00",5/1/2020,6/18/2020,6/10/2020,"25,688.15",6/11/2020,6/11/2020,6/12/2020,6/18/2020,Complete,48
Sexual Assault Counseling,Social Service,CDBG_DEPT,5319,1,CCR,12,SG2019-117,"24,288.00",7/16/2020,9/2/2020,8/27/2020,"2,400.70",8/27/2020,8/28/2020,8/28/2020,9/2/2020,Complete,48
Rose Centers for Aging Well,Social Service,CDBG_DEPT,5339,1,CCR,9,SG2019-108,"149,909.00",12/23/2020,2/9/2021,2/3/2021,0.00,2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,48
Family Services & Child Development,Social Service,CDBG_DEPT,5354,1,CCR,5,SG2019-149,"34,000.00",3/13/2020,4/30/2020,4/22/2020,"2,622.05",4/23/2020,4/23/2020,4/23/2020,4/29/2020,Complete,48
Family Services & Child Development,Social Service,CDBG_DEPT,5354,1,CCR,12,SG2019-149,"34,000.00",10/20/2020,12/7/2020,11/19/2020,"1,381.65",11/30/2020,11/30/2020,12/2/2020,12/2/2020,Complete,48
Queer Youth Initiative (QYOU),Social Service,CDBG_DEPT,5372,1,CCR,12,SG2019-173,"20,000.00",7/30/2020,9/16/2020,9/9/2020,"1,392.06",9/10/2020,9/10/2020,9/10/2020,9/16/2020,Complete,48
2019 Security Patrol Ward 13,NDA,CDBG_NDA,5393,1,CCR,1,SG2019-238,"30,000.00",1/5/2021,2/22/2021,2/4/2021,892.50,2/4/2021,2/5/2021,2/8/2021,2/9/2021,Complete,48
2019 Security Patrol Ward 13,NDA,CDBG_NDA,5393,1,CCR,2,SG2019-238,"30,000.00",1/5/2021,2/22/2021,2/4/2021,"1,785.00",2/4/2021,2/5/2021,2/8/2021,2/9/2021,Complete,48
2019 Security Patrol Ward 13,NDA,CDBG_NDA,5393,1,CCR,4,SG2019-238,"30,000.00",1/5/2021,2/22/2021,2/4/2021,892.50,2/4/2021,2/5/2021,2/8/2021,2/9/2021,Complete,48
Norma Herr Women's Shelter,CDBG Homeless Assistance,CDBG_HA,5419,1,CCR,8,SG2019-249,"200,000.00",10/7/2020,11/24/2020,11/13/2020,"13,002.14",11/17/2020,11/18/2020,11/20/2020,11/23/2020,Complete,48
2100 Lakeside Men's Shelter (overhead),ESG,ESGP,5422,1,CCR,12,SG2019-240,"500,000.00",1/5/2021,2/22/2021,2/3/2021,"38,826.34",2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,48
2100 Lakeside Shelter Personnel,CDBG Homeless Assistance,CDBG_HA,5436,1,CCR,5,SG2019-245,"250,000.00",6/5/2020,7/23/2020,6/25/2020,"23,343.36",6/26/2020,6/26/2020,6/26/2020,7/23/2020,Complete,48
2100 Lakeside Shelter Personnel,CDBG Homeless Assistance,CDBG_HA,5436,1,CCR,11,SG2019-245,"250,000.00",1/5/2021,2/22/2021,2/3/2021,"21,747.50",2/3/2021,2/5/2021,2/8/2021,2/9/2021,Complete,48
SHAD Connection News Letter Project,Social Service,CDBG_NDA,5466,1,CCR,7,SG2020-014,"20,000.00",9/9/2020,10/27/2020,10/19/2020,"3,104.50",10/19/2020,10/21/2020,10/22/2020,10/26/2020,Complete,48
CDC Activity Grant,CDC,CDBG_DEPT,5559,1,CCR,11,SG2020-131,"164,000.00",6/11/2021,7/29/2021,6/25/2021,"12,956.88",6/28/2021,6/29/2021,6/29/2021,6/29/2021,Complete,48
CDC Activity Grant,CDC,CDBG_DEPT,5567,1,CCR,1,SG2020-0149,"560,000.00",11/17/2020,1/4/2021,12/4/2020,"46,158.32",12/4/2020,12/4/2020,12/7/2020,1/4/2021,Complete,48
CDC Activity Grant,CDC,CDBG_DEPT,5567,1,CCR,2,SG2020-0149,"560,000.00",11/17/2020,1/4/2021,12/4/2020,"46,348.24",12/4/2020,12/4/2020,12/7/2020,1/4/2021,Complete,48
CDC Activity Grant,CDC,CDBG_DEPT,5567,1,CCR,3,SG2020-0149,"560,000.00",11/17/2020,1/4/2021,12/4/2020,"48,210.28",12/4/2020,12/4/2020,12/7/2020,1/4/2021,Complete,48
CDC Activity Grant,CDC,CDBG_DEPT,5567,1,CCR,4,SG2020-0149,"560,000.00",11/17/2020,1/4/2021,12/4/2020,"134,528.40",12/4/2020,12/4/2020,12/7/2020,1/4/2021,Complete,48
CDC Activity Grant,CDC,CDBG_DEPT,5574,1,CCR,9,SG2020-155,"390,536.34",5/5/2021,6/22/2021,6/18/2021,"29,269.70",6/18/2021,6/18/2021,6/18/2021,6/21/2021,Complete,48
Cares act  - Eviction Prevention and Referral,CARESAct,CARESAct,5592,1,CCR,3,SG2020-076,"700,000.00",10/29/2020,12/16/2020,12/10/2020,"5,928.00",12/10/2020,12/10/2020,12/11/2020,12/16/2020,Complete,48
cares act  - Resource Center,CARESAct,CARESAct,5595,1,CCR,11,SG2020-072,"52,000.00",6/10/2021,7/28/2021,7/7/2021,"2,409.59",7/26/2021,7/26/2021,7/26/2021,7/27/2021,Complete,48
Ward 16 Code Enforcement Program,Casino,Casino_Funds,5664,1,CCR,5,SG2021-067,"22,500.00",4/21/2021,6/8/2021,5/28/2021,"1,708.34",6/8/2021,6/8/2021,6/8/2021,6/8/2021,Complete,48
Ward 16 Code Enforcement Program,Casino,Casino_Funds,5664,1,CCR,6,SG2021-067,"22,500.00",4/21/2021,6/8/2021,5/28/2021,"1,708.34",6/8/2021,6/8/2021,6/8/2021,6/8/2021,Complete,48
Ward 16 Code Enforcement Program,Casino,Casino_Funds,5664,1,CCR,7,SG2021-067,"22,500.00",4/21/2021,6/8/2021,5/28/2021,"1,708.34",6/8/2021,6/8/2021,6/8/2021,6/8/2021,Complete,48
Ward 16 Code Enforcement Program,Casino,Casino_Funds,5664,1,CCR,8,SG2021-067,"22,500.00",4/21/2021,6/8/2021,5/28/2021,"2,229.33",6/8/2021,6/8/2021,6/8/2021,6/8/2021,Complete,48
Ward 16 Code Enforcement Program,Casino,Casino_Funds,5664,1,CCR,9,SG2021-067,"22,500.00",4/21/2021,6/8/2021,5/28/2021,"1,708.34",6/8/2021,6/8/2021,6/8/2021,6/8/2021,Complete,48
CDC Activity Grant,CDC,CDBG_DEPT,5771,1,CCR,5,SG2021-339,"563,000.00",12/15/2021,2/1/2022,1/25/2022,149.79,1/25/2022,1/26/2022,1/26/2022,1/27/2022,Complete,48
Old Brooklyn CDC 4329 West 52nd Street,Single Family,HOME,267,2,HDO,4,LA2019-005,"40,000.00",1/12/2021,3/2/2021,2/24/2021,"3,667.28",2/24/2021,2/24/2021,2/24/2021,3/2/2021,Complete,49
Old Brooklyn CDC - 4014 Gifford Ave,Single Family,HOME,278,2,HDO,3,LA2019-008,"40,000.00",1/12/2021,3/2/2021,2/24/2021,"1,152.00",2/24/2021,2/24/2021,2/24/2021,3/2/2021,Complete,49
